gene_id,gene,ctl1,ctl2,ctl3,dta1,dta2,dta3
ENSMUSG00000002831,Plin4,0,0,0,0,1,0
ENSMUSG00000002833,Hdgfl2,4,22,39,118,162,1
ENSMUSG00000002835,Chaf1a,1,1,5,7,6,0
ENSMUSG00000002844,Adprh,26,86,57,470,512,9
ENSMUSG00000002845,Tmem39a,0,0,5,10,12,0
ENSMUSG00000002846,Timmdc1,3,9,17,59,62,1
ENSMUSG00000002847,Pla1a,0,0,0,0,0,0
ENSMUSG00000002870,Mcm2,0,1,2,3,4,0
ENSMUSG00000002871,Tpra1,0,6,8,61,39,1
ENSMUSG00000002881,Nab1,4,24,25,98,98,6
ENSMUSG00000002885,Adgre5,0,0,0,0,4,0
ENSMUSG00000002897,Il17ra,0,0,5,2,1,0
ENSMUSG00000002900,Lamb1,3,23,11,111,88,12
ENSMUSG00000002908,Kcnn1,0,0,6,8,7,1
ENSMUSG00000002910,Arrdc2,0,2,1,6,8,0
ENSMUSG00000002930,Ppp1r17,128,466,141,2846,2093,71
ENSMUSG00000002944,Cd36,0,0,1,0,0,0
ENSMUSG00000002948,Map2k7,2,18,28,106,117,6
ENSMUSG00000002949,Timm44,2,15,30,75,106,7
ENSMUSG00000002957,Ap2a2,16,54,62,325,324,14
ENSMUSG00000002963,Pnkp,0,3,8,30,42,1
ENSMUSG00000002968,Med25,4,21,34,124,101,5
ENSMUSG00000002980,Bcam,0,0,1,2,0,0
ENSMUSG00000002981,Clptm1,28,88,64,491,436,20
ENSMUSG00000002983,Relb,0,2,0,15,7,0
ENSMUSG00000002984,Tomm40,19,56,43,339,359,5
ENSMUSG00000002985,Apoe,3,63,707,738,132,7
ENSMUSG00000002992,Apoc2,0,0,0,0,0,0
ENSMUSG00000002996,Hbp1,0,5,15,28,32,2
ENSMUSG00000002997,Prkar2b,9,29,19,206,184,3
ENSMUSG00000003031,Cdkn1b,5,31,44,169,136,4
ENSMUSG00000003032,Klf4,0,1,2,1,3,0
ENSMUSG00000003033,Ap1m1,4,35,35,157,184,6
ENSMUSG00000003037,Rab8a,4,6,15,100,65,3
ENSMUSG00000003039,Fam32a,6,13,22,133,135,4
ENSMUSG00000003051,Elf3,0,1,3,8,13,0
ENSMUSG00000003053,Cyp2c29,0,0,0,0,0,0
ENSMUSG00000003062,Stard3nl,2,8,13,71,77,5
ENSMUSG00000003068,Stk11,1,11,38,116,136,3
ENSMUSG00000003070,Efna2,0,1,4,11,12,0
ENSMUSG00000003099,Ppp5c,6,22,29,155,147,4
ENSMUSG00000003119,Cdk12,1,10,20,76,86,4
ENSMUSG00000003123,Lipe,0,3,2,13,14,2
ENSMUSG00000003131,Pafah1b2,22,55,41,415,478,6
ENSMUSG00000003134,Tbc1d8,0,0,5,15,17,0
ENSMUSG00000003135,Cnot11,0,21,11,50,65,1
ENSMUSG00000003153,Slc2a3,10,59,33,325,250,11
ENSMUSG00000003154,Foxj2,0,6,7,28,29,0
ENSMUSG00000003161,Sri,1,17,33,104,80,2
ENSMUSG00000003166,Dgcr2,24,73,57,407,341,19
ENSMUSG00000003184,Irf3,0,7,5,31,38,2
ENSMUSG00000003190,Bcl2l12,0,0,4,6,5,1
ENSMUSG00000003198,Zfp959,0,0,1,2,1,0
ENSMUSG00000003199,Mpnd,7,14,34,97,129,4
ENSMUSG00000003200,Sh3gl1,4,20,41,81,80,7
ENSMUSG00000003206,Ebi3,0,0,0,0,0,0
ENSMUSG00000003208,Yju2,0,4,7,23,25,0
ENSMUSG00000003226,Ranbp2,2,23,28,159,142,5
ENSMUSG00000003227,Edar,0,0,0,0,0,0
ENSMUSG00000003228,Grk5,0,0,11,39,36,1
ENSMUSG00000003233,Dvl3,8,18,35,157,165,8
ENSMUSG00000003234,Abcf3,2,18,8,135,119,2
ENSMUSG00000003235,Eif2b5,4,25,21,162,160,3
ENSMUSG00000003269,Cyth2,2,29,69,212,253,9
ENSMUSG00000003271,Sult2b1,0,3,0,8,6,0
ENSMUSG00000003273,Car11,6,9,21,83,125,2
ENSMUSG00000003279,Dlgap1,16,35,65,287,204,7
ENSMUSG00000003282,Plag1,0,0,2,4,5,2
ENSMUSG00000003283,Hck,0,0,1,2,6,0
ENSMUSG00000003308,Keap1,1,13,23,97,104,2
ENSMUSG00000003309,Ap1m2,0,0,1,2,4,0
ENSMUSG00000003316,Glg1,36,122,49,604,458,29
ENSMUSG00000003341,Atp8b3,0,0,0,0,1,0
ENSMUSG00000003344,Btbd2,6,19,14,101,135,9
ENSMUSG00000003345,Csnk1g2,2,10,31,118,146,2
ENSMUSG00000003346,Abhd17a,11,48,37,284,354,7
ENSMUSG00000003348,Mob3a,0,2,0,14,16,0
ENSMUSG00000003352,Cacnb3,0,1,42,44,64,2
ENSMUSG00000003354,Ccdc65,0,0,0,3,8,0
ENSMUSG00000003355,Fkbp11,0,0,0,1,3,0
ENSMUSG00000003360,Ddx23,5,26,48,178,205,3
ENSMUSG00000003363,Pld3,8,22,15,126,198,4
ENSMUSG00000003378,Grik5,1,0,44,43,88,5
ENSMUSG00000003379,Cd79a,0,0,0,0,0,0
ENSMUSG00000003380,Rabac1,27,154,69,716,566,27
ENSMUSG00000003382,Etv3,0,6,7,16,23,1
ENSMUSG00000003402,Prkcsh,9,39,18,229,173,10
ENSMUSG00000003410,Elavl3,23,118,156,872,917,26
ENSMUSG00000003411,Rab3b,0,1,11,2,48,0
ENSMUSG00000003418,St8sia6,0,0,0,0,1,0
ENSMUSG00000003420,Fcgrt,0,1,4,5,8,0
ENSMUSG00000003421,Nosip,4,20,16,112,95,4
ENSMUSG00000003423,Pih1d1,1,9,5,34,34,1
ENSMUSG00000003435,Supt5,2,6,12,53,57,5
ENSMUSG00000003436,Dll3,0,0,2,1,5,0
ENSMUSG00000003437,Paf1,3,16,19,102,111,5
ENSMUSG00000003438,Timm50,0,23,16,118,117,4
ENSMUSG00000003444,Med29,1,10,17,54,52,3
ENSMUSG00000003452,Bicd1,0,9,20,66,56,2
ENSMUSG00000003458,Ncstn,8,30,30,228,164,9
ENSMUSG00000003464,Pex19,8,35,36,222,226,6
ENSMUSG00000003469,Phyhip,2,6,135,83,76,0
ENSMUSG00000003476,Crhr2,0,0,0,0,0,0
ENSMUSG00000003477,Inmt,0,0,0,0,0,0
ENSMUSG00000003484,Cyp4f18,0,0,0,0,0,0
ENSMUSG00000003500,Impdh1,4,36,19,161,169,3
ENSMUSG00000003505,Psg18,0,0,0,0,0,0
ENSMUSG00000003518,Dusp3,5,5,44,102,135,1
ENSMUSG00000003526,Prodh,1,0,4,0,6,0
ENSMUSG00000003527,Ess2,3,5,5,32,29,0
ENSMUSG00000003528,Slc25a1,1,10,18,30,34,4
ENSMUSG00000003531,Dgcr6,6,19,26,120,152,4
ENSMUSG00000003534,Ddr1,2,10,40,38,47,1
ENSMUSG00000003541,Ier3,2,18,12,81,55,3
ENSMUSG00000003545,Fosb,0,0,0,0,0,0
ENSMUSG00000003546,Klc4,1,6,15,45,63,0
ENSMUSG00000003549,Ercc1,5,4,8,45,57,2
ENSMUSG00000003555,Cyp17a1,0,0,0,0,0,0
ENSMUSG00000003559,As3mt,0,1,6,13,20,0
ENSMUSG00000003573,Homer3,125,641,215,3046,2469,133
ENSMUSG00000003575,Crtc1,7,17,32,108,101,3
ENSMUSG00000003581,Rnf215,2,15,22,85,85,3
ENSMUSG00000003585,Sec14l2,2,2,5,17,28,0
ENSMUSG00000003604,Aven,1,10,8,38,34,1
ENSMUSG00000003617,Cp,0,0,0,0,1,0
ENSMUSG00000003623,Crot,0,4,7,43,28,3
ENSMUSG00000003657,Calb2,3,5,165,97,36,0
ENSMUSG00000003660,Snrnp200,7,6,21,125,108,6
ENSMUSG00000003662,Ciao1,2,22,17,164,127,5
ENSMUSG00000003665,Has1,1,2,0,10,9,0
ENSMUSG00000003680,Taf6l,3,1,3,14,15,1
ENSMUSG00000003721,Insig2,8,19,16,157,127,6
ENSMUSG00000003731,Kpna6,4,19,15,123,105,6
ENSMUSG00000003746,Man1a,6,16,15,154,139,5
ENSMUSG00000003752,Itpkc,1,1,7,9,12,1
ENSMUSG00000003762,Coq8b,1,8,8,53,40,2
ENSMUSG00000003778,Brd8,3,13,32,103,118,4
ENSMUSG00000003779,Kif20a,0,0,2,3,8,1
ENSMUSG00000003808,Farsa,0,18,19,67,72,3
ENSMUSG00000003809,Gcdh,1,4,19,50,42,6
ENSMUSG00000003810,Mast2,2,2,22,70,55,0
ENSMUSG00000003813,Rad23a,6,34,24,150,146,3
ENSMUSG00000003814,Calr,36,109,47,559,429,25
ENSMUSG00000003824,Syce2,0,1,3,9,10,0
ENSMUSG00000003847,Nfat5,5,7,35,112,98,2
ENSMUSG00000003848,Nob1,2,8,8,42,44,7
ENSMUSG00000003849,Nqo1,0,0,1,4,1,0
ENSMUSG00000003863,Ppfia3,0,3,2,9,25,0
ENSMUSG00000003865,Gys1,1,16,13,78,67,2
ENSMUSG00000003868,Ruvbl2,1,7,15,73,79,1
ENSMUSG00000003872,Lin7b,1,0,3,13,14,0
ENSMUSG00000003873,Bax,1,23,45,175,233,0
ENSMUSG00000003882,Il7r,0,0,0,0,0,0
ENSMUSG00000003923,Tfam,1,11,10,65,66,2
ENSMUSG00000003929,Zfp81,0,7,3,16,11,1
ENSMUSG00000003934,Efnb3,0,0,18,3,17,0
ENSMUSG00000003948,Mmd,13,61,13,227,195,7
ENSMUSG00000003949,Hlf,12,62,17,360,321,15
ENSMUSG00000003955,Fam162a,10,52,21,289,242,7
ENSMUSG00000003974,Grm3,0,0,3,14,23,0
ENSMUSG00000003992,Ssbp2,2,9,16,87,80,1
ENSMUSG00000004018,Fancl,1,0,5,6,10,0
ENSMUSG00000004031,Brinp2,14,20,33,243,183,6
ENSMUSG00000004032,Gstm5,1,13,11,79,48,1
ENSMUSG00000004035,Gstm7,0,1,3,15,34,1
ENSMUSG00000004038,Gstm3,0,0,0,0,0,0
ENSMUSG00000004040,Stat3,1,7,11,40,37,0
ENSMUSG00000004043,Stat5a,0,1,0,1,1,0
ENSMUSG00000004044,Cavin1,1,0,3,0,2,0
ENSMUSG00000004054,Map3k11,1,2,10,24,32,0
ENSMUSG00000004056,Akt2,3,6,31,65,40,2
ENSMUSG00000004069,Dnaja3,16,49,26,294,283,6
ENSMUSG00000004070,Hmox2,8,44,28,418,336,6
ENSMUSG00000004071,Cdip1,14,34,35,237,196,13
ENSMUSG00000004085,Map3k20,0,0,1,3,4,0
ENSMUSG00000004096,Cwc15,11,26,38,170,191,3
ENSMUSG00000004098,Col5a3,0,0,0,4,3,0
ENSMUSG00000004099,Dnmt1,0,8,27,70,64,3
ENSMUSG00000004100,Ppan,0,9,12,36,37,1
ENSMUSG00000004105,Angptl2,0,6,3,11,2,1
ENSMUSG00000004110,Cacna1e,1,0,82,84,108,3
ENSMUSG00000004113,Cacna1b,1,2,54,35,76,1
ENSMUSG00000004127,Trmt10a,2,7,9,44,21,2
ENSMUSG00000004151,Etv1,0,2,91,62,46,0
ENSMUSG00000004187,Kifc2,10,27,114,292,372,12
ENSMUSG00000004207,Psap,95,234,147,1374,881,46
ENSMUSG00000004221,Ikbkg,0,14,13,68,72,6
ENSMUSG00000004231,Pax2,0,0,1,2,19,0
ENSMUSG00000004233,Wars2,0,2,2,10,10,1
ENSMUSG00000004263,Atn1,12,28,71,205,221,3
ENSMUSG00000004264,Phb2,5,19,18,126,132,2
ENSMUSG00000004266,Ptpn6,0,0,0,0,0,0
ENSMUSG00000004267,Eno2,64,215,205,1536,1251,33
ENSMUSG00000004268,Emg1,4,9,24,107,89,1
ENSMUSG00000004270,Lpcat3,1,1,13,36,24,0
ENSMUSG00000004285,Atp6v1f,8,46,32,229,192,5
ENSMUSG00000004296,Il12b,0,0,0,0,0,0
ENSMUSG00000004317,Clcn5,1,4,6,47,41,1
ENSMUSG00000004319,Clcn3,14,56,42,296,195,12
ENSMUSG00000004328,Hif3a,0,0,3,0,0,0
ENSMUSG00000004341,Gpx6,0,0,0,0,0,0
ENSMUSG00000004344,Gpx5,0,0,0,0,0,0
ENSMUSG00000004347,Pde1c,7,53,18,247,311,1
ENSMUSG00000004356,Utp20,0,4,4,36,36,1
ENSMUSG00000004359,Spic,0,0,0,0,0,0
ENSMUSG00000004364,Cul3,2,31,38,200,182,5
ENSMUSG00000004366,Sst,0,0,4,5,0,0
ENSMUSG00000004371,Il11,0,0,1,2,2,0
ENSMUSG00000004383,Large1,12,81,43,401,258,21
ENSMUSG00000004393,Ddx56,3,14,23,86,84,2
ENSMUSG00000004394,Tmed4,14,51,28,236,190,11
ENSMUSG00000004415,Col26a1,0,0,1,2,9,0
ENSMUSG00000004446,Bid,0,1,3,5,23,0
ENSMUSG00000004451,Ralb,2,43,12,252,336,3
ENSMUSG00000004460,Dnajb11,13,54,34,286,232,10
ENSMUSG00000004462,Tbccd1,1,4,5,21,30,2
ENSMUSG00000004473,Clec11a,1,6,1,16,27,0
ENSMUSG00000004500,Zfp324,0,0,1,1,0,0
ENSMUSG00000004508,Gab2,1,2,3,15,8,0
ENSMUSG00000004530,Coro1c,5,27,24,135,124,2
ENSMUSG00000004535,Tax1bp1,10,41,34,301,200,13
ENSMUSG00000004540,Psg17,0,0,0,0,0,0
ENSMUSG00000004542,Psg19,0,0,0,0,0,0
ENSMUSG00000004552,Ctse,0,0,0,0,0,0
ENSMUSG00000004558,Ndrg2,9,44,141,250,262,2
ENSMUSG00000004561,Mettl17,2,5,11,39,59,2
ENSMUSG00000004562,Arhgef40,3,5,15,49,37,1
ENSMUSG00000004565,Pnpla6,3,12,19,101,117,6
ENSMUSG00000004567,Mcoln1,7,14,19,117,102,3
ENSMUSG00000004568,Arhgef18,1,8,11,83,62,4
ENSMUSG00000004591,Pkn2,1,9,21,39,35,3
ENSMUSG00000004609,Cd33,0,0,0,0,0,0
ENSMUSG00000004610,Etfb,6,37,23,247,227,6
ENSMUSG00000004612,Nkg7,0,0,0,0,0,0
ENSMUSG00000004626,Stxbp2,2,11,26,126,137,13
ENSMUSG00000004630,Pcp2,345,1657,615,10553,11273,207
ENSMUSG00000004631,Sgce,3,0,8,15,23,0
ENSMUSG00000004633,Chn2,0,3,96,71,46,2
ENSMUSG00000004637,Wwox,4,17,22,71,77,1
ENSMUSG00000004642,Slbp,3,25,11,137,111,3
ENSMUSG00000004651,Tyr,0,0,0,0,0,0
ENSMUSG00000004654,Ghrhr,0,0,0,0,0,0
ENSMUSG00000004655,Aqp1,0,0,0,0,0,0
ENSMUSG00000004661,Arid3b,0,1,1,8,10,0
ENSMUSG00000004665,Cnn2,1,1,2,0,10,0
ENSMUSG00000004667,Polr2e,3,12,26,107,112,3
ENSMUSG00000004668,Abca13,0,0,0,0,0,0
ENSMUSG00000004677,Myo9b,0,1,3,10,11,1
ENSMUSG00000004698,Hdac9,0,9,11,71,77,0
ENSMUSG00000004707,Ly9,0,0,0,0,0,0
ENSMUSG00000004709,Cd244a,0,0,0,0,0,0
ENSMUSG00000004730,Adgre1,0,2,0,0,0,0
ENSMUSG00000004748,Mtfp1,5,23,19,125,97,0
ENSMUSG00000004768,Rab23,4,10,15,56,55,0
ENSMUSG00000004771,Rab11a,8,28,21,161,129,6
ENSMUSG00000004788,Eif2b2,5,12,13,89,99,1
ENSMUSG00000004789,Dlst,15,90,52,531,468,13
ENSMUSG00000004791,Pgf,0,0,0,0,0,0
ENSMUSG00000004798,Ulk2,2,9,15,58,61,2
ENSMUSG00000004814,Ccl24,0,0,0,0,0,0
ENSMUSG00000004815,Dgkq,2,8,34,45,82,6
ENSMUSG00000004821,Tmed11,0,0,0,0,0,0
ENSMUSG00000004837,Grap,0,0,0,0,1,0
ENSMUSG00000004842,Pou1f1,0,0,0,0,0,0
ENSMUSG00000004843,Chmp2b,1,17,8,104,107,0
ENSMUSG00000004846,Plod3,0,5,11,20,31,1
ENSMUSG00000004849,Ap1s1,11,38,29,267,247,10
ENSMUSG00000004864,Mapk13,0,0,2,0,1,0
ENSMUSG00000004865,Srpk1,3,12,41,135,127,5
ENSMUSG00000004872,Pax3,0,1,13,16,2,0
ENSMUSG00000004880,Lbr,0,0,16,12,14,0
ENSMUSG00000004885,Crabp2,0,0,0,1,2,0
ENSMUSG00000004891,Nes,0,0,5,0,1,0
ENSMUSG00000004892,Bcan,2,30,99,183,169,6
ENSMUSG00000004894,Hapln2,0,0,1,1,0,0
ENSMUSG00000004895,Prcc,8,27,25,140,164,6
ENSMUSG00000004897,Hdgf,5,19,41,145,209,1
ENSMUSG00000004902,Slc25a18,1,2,28,50,16,0
ENSMUSG00000004929,Thop1,7,30,13,136,129,5
ENSMUSG00000004931,Apba3,1,4,6,19,28,0
ENSMUSG00000004933,Matk,0,2,2,14,61,0
ENSMUSG00000004934,Pias4,1,6,8,37,35,1
ENSMUSG00000004936,Map2k1,23,47,29,297,262,6
ENSMUSG00000004937,Sgta,4,7,13,75,90,2
ENSMUSG00000004939,Nmrk2,0,0,0,1,0,0
ENSMUSG00000004945,Tmem242,3,25,21,141,176,4
ENSMUSG00000004947,Dtx2,0,5,2,13,9,1
ENSMUSG00000004948,Zp3,0,0,0,0,0,0
ENSMUSG00000004951,Hspb1,0,0,3,82,166,0
ENSMUSG00000004952,Rasa4,5,13,20,129,155,8
ENSMUSG00000004961,Syt5,0,0,3,5,10,0
ENSMUSG00000004980,Hnrnpa2b1,21,42,135,428,494,16
ENSMUSG00000004996,Mri1,4,1,7,40,57,4
ENSMUSG00000005034,Prkacb,7,22,40,132,130,9
ENSMUSG00000005043,Sgsh,1,3,0,13,7,0
ENSMUSG00000005045,Chd5,0,1,3,13,16,0
ENSMUSG00000005054,Cstb,4,24,17,120,100,1
ENSMUSG00000005057,Sh2b2,0,1,3,14,30,0
ENSMUSG00000005069,Pex5,6,38,40,203,185,7
ENSMUSG00000005078,Jkamp,19,38,7,223,144,7
ENSMUSG00000005087,Cd44,0,0,0,4,0,0
ENSMUSG00000005089,Slc1a2,0,12,136,170,51,3
ENSMUSG00000005102,Eif2ak4,1,1,13,12,23,0
ENSMUSG00000005103,Wdr1,12,44,32,281,304,7
ENSMUSG00000005107,Slc2a9,0,0,1,1,0,0
ENSMUSG00000005124,Ccn4,0,0,0,0,3,0
ENSMUSG00000005125,Ndrg1,0,0,13,0,11,0
ENSMUSG00000005142,Man2b1,3,4,5,30,32,1
ENSMUSG00000005148,Klf5,0,0,0,0,0,0
ENSMUSG00000005150,Wdr83,0,7,12,28,42,1
ENSMUSG00000005161,Prdx2,36,113,69,833,686,17
ENSMUSG00000005198,Polr2a,3,25,20,142,80,2
ENSMUSG00000005202,Shbg,0,0,0,0,0,0
ENSMUSG00000005204,Senp3,1,10,15,105,101,5
ENSMUSG00000005220,Corin,13,0,13,111,60,2
ENSMUSG00000005225,Plekha8,1,3,8,31,18,3
ENSMUSG00000005232,G6pc2,0,0,0,0,1,0
ENSMUSG00000005233,Spc25,0,0,0,1,6,0
ENSMUSG00000005237,Dnah2,0,0,0,0,0,0
ENSMUSG00000005251,Ripk4,0,0,0,2,0,0
ENSMUSG00000005262,Ufd1,3,12,16,100,123,1
ENSMUSG00000005267,Zfp287,0,3,8,16,17,2
ENSMUSG00000005268,Prlr,0,0,0,0,0,0
ENSMUSG00000005299,Letm1,4,10,17,126,108,2
ENSMUSG00000005312,Ubqln1,10,47,38,289,255,5
ENSMUSG00000005320,Fgfr4,0,0,0,0,0,0
ENSMUSG00000005338,Cadm3,21,38,378,555,554,14
ENSMUSG00000005339,Fcer1a,0,0,0,0,0,0
ENSMUSG00000005354,Txn2,6,20,18,179,156,2
ENSMUSG00000005355,Casp14,0,0,0,0,0,0
ENSMUSG00000005357,Slc1a6,656,1075,298,9206,9611,308
ENSMUSG00000005360,Slc1a3,16,22,382,1136,73,1
ENSMUSG00000005362,Crbn,7,13,10,109,86,3
ENSMUSG00000005364,Il5ra,0,0,0,0,0,0
ENSMUSG00000005370,Msh6,1,1,3,39,24,2
ENSMUSG00000005371,Fbxo11,7,8,31,109,102,3
ENSMUSG00000005373,Mlxipl,0,0,1,0,0,0
ENSMUSG00000005374,Tbl2,5,14,5,82,54,3
ENSMUSG00000005378,Bud23,4,10,11,63,41,1
ENSMUSG00000005397,Nid1,0,0,26,22,24,0
ENSMUSG00000005410,Mcm5,0,0,3,4,6,0
ENSMUSG00000005413,Hmox1,0,0,2,0,2,0
ENSMUSG00000005417,Mprip,92,255,164,1714,1374,74
ENSMUSG00000005442,Cic,2,13,38,75,86,6
ENSMUSG00000005447,Pafah1b3,6,5,15,78,75,2
ENSMUSG00000005465,Il27ra,0,0,0,0,0,0
ENSMUSG00000005469,Prkaca,10,48,72,419,353,8
ENSMUSG00000005470,Asf1b,0,0,1,0,1,0
ENSMUSG00000005474,Myl10,0,0,0,0,0,0
ENSMUSG00000005483,Dnajb1,4,13,19,73,84,1
ENSMUSG00000005493,Msh4,0,0,0,1,1,0
ENSMUSG00000005501,Usp40,0,5,14,24,36,1
ENSMUSG00000005503,Evx1,0,0,0,0,0,0
ENSMUSG00000005505,Kbtbd4,0,5,5,43,31,1
ENSMUSG00000005506,Celf1,5,16,20,79,113,3
ENSMUSG00000005510,Ndufs3,18,63,39,553,445,9
ENSMUSG00000005514,Por,9,10,20,100,90,7
ENSMUSG00000005533,Igf1r,3,21,24,129,104,7
ENSMUSG00000005534,Insr,2,10,19,62,66,1
ENSMUSG00000005540,Fcer2a,0,0,0,8,1,0
ENSMUSG00000005547,Cyp2a5,0,0,0,0,0,0
ENSMUSG00000005553,Atp4a,0,0,0,0,0,0
ENSMUSG00000005566,Trim28,2,7,15,87,56,2
ENSMUSG00000005575,Ube2m,20,68,52,446,476,9
ENSMUSG00000005580,Adcy9,0,4,10,59,56,3
ENSMUSG00000005583,Mef2c,8,44,13,266,205,5
ENSMUSG00000005609,Ctr9,6,16,24,85,85,1
ENSMUSG00000005610,Eif4g2,13,29,74,260,302,10
ENSMUSG00000005615,Pcyt1a,3,11,17,111,89,2
ENSMUSG00000005621,Zfp592,3,4,12,50,41,0
ENSMUSG00000005625,Psmd4,2,19,15,132,136,2
ENSMUSG00000005628,Tmod4,0,0,0,0,0,0
ENSMUSG00000005640,Insrr,0,0,0,1,0,0
ENSMUSG00000005649,Cabp5,0,0,0,0,0,0
ENSMUSG00000005656,Snx6,4,14,11,58,46,4
ENSMUSG00000005667,Mthfd2,2,3,4,21,26,0
ENSMUSG00000005672,Kit,0,0,31,29,36,0
ENSMUSG00000005674,Tomm40l,3,27,33,194,218,5
ENSMUSG00000005677,Nr1i3,0,0,0,0,0,0
ENSMUSG00000005681,Apoa2,6,6,1,51,53,2
ENSMUSG00000005682,Pan2,1,14,20,61,59,2
ENSMUSG00000005686,Ampd3,0,3,6,32,41,2
ENSMUSG00000005687,Bcas2,5,24,30,218,200,13
ENSMUSG00000005696,Sh2d1a,0,0,0,0,0,0
ENSMUSG00000005698,Ctcf,1,9,21,54,72,0
ENSMUSG00000005699,Pard6a,1,12,19,89,75,2
ENSMUSG00000005705,Agrp,0,0,0,0,2,0
ENSMUSG00000005716,Pvalb,425,1960,516,11457,9046,182
ENSMUSG00000005718,Tfap4,1,2,2,4,6,0
ENSMUSG00000005732,Ranbp1,6,22,23,158,171,4
ENSMUSG00000005763,Cd247,0,0,0,1,2,0
ENSMUSG00000005774,Rfx5,0,3,15,26,39,1
ENSMUSG00000005779,Psmb4,4,9,2,47,45,1
ENSMUSG00000005800,Mmp8,0,0,0,0,0,0
ENSMUSG00000005802,Slc30a4,2,8,9,62,75,1
ENSMUSG00000005803,Sqor,0,0,0,3,0,0
ENSMUSG00000005804,Bloc1s6,0,5,4,43,52,0
ENSMUSG00000005813,Metap1,4,7,17,107,79,5
ENSMUSG00000005823,Gpr108,1,18,5,57,61,4
ENSMUSG00000005824,Tnfsf14,0,0,0,0,0,0
ENSMUSG00000005836,Gata6,0,0,0,0,0,0
ENSMUSG00000005864,Cnga2,0,0,0,0,0,0
ENSMUSG00000005871,Apc,1,9,51,84,105,2
ENSMUSG00000005873,Reep5,0,0,64,81,112,1
ENSMUSG00000005881,Ergic3,10,47,31,236,200,9
ENSMUSG00000005882,Uqcc1,3,16,12,66,103,3
ENSMUSG00000005883,Spo11,0,0,0,0,2,0
ENSMUSG00000005886,Ncoa2,2,24,29,187,129,2
ENSMUSG00000005891,Prl4a1,0,0,0,0,0,0
ENSMUSG00000005892,Trh,0,0,0,0,1,0
ENSMUSG00000005893,Nr2c2,1,9,17,69,71,4
ENSMUSG00000005897,Nr2c1,0,3,5,16,14,0
ENSMUSG00000005899,Smpd4,2,14,15,66,58,2
ENSMUSG00000005907,Pex1,0,4,8,35,31,0
ENSMUSG00000005917,Otx1,0,0,0,0,1,0
ENSMUSG00000005936,Kctd20,1,6,11,43,40,2
ENSMUSG00000005947,Itgae,0,0,1,0,0,0
ENSMUSG00000005949,Ctns,0,2,8,14,14,2
ENSMUSG00000005950,P2rx5,0,0,0,1,0,0
ENSMUSG00000005951,Shpk,0,3,2,5,10,1
ENSMUSG00000005952,Trpv1,0,0,0,0,0,0
ENSMUSG00000005958,Ephb3,1,0,1,4,3,0
ENSMUSG00000005968,Tuft1,0,16,4,70,83,2
ENSMUSG00000005973,Rcn1,0,0,7,5,8,0
ENSMUSG00000005980,Dnase1,0,0,0,0,0,0
ENSMUSG00000005981,Trap1,6,42,19,237,151,2
ENSMUSG00000005982,Naa60,7,22,21,153,165,1
ENSMUSG00000005986,Ankrd13d,1,7,18,63,65,2
ENSMUSG00000005994,Tyrp1,0,0,0,0,0,0
ENSMUSG00000006005,Tpr,12,28,15,200,157,10
ENSMUSG00000006007,Pdc,0,0,0,0,0,0
ENSMUSG00000006010,Odr4,3,21,3,103,56,3
ENSMUSG00000006014,Prg4,0,0,0,0,0,0
ENSMUSG00000006019,Dhx34,1,1,3,11,12,0
ENSMUSG00000006021,Kptn,0,4,6,15,21,0
ENSMUSG00000006024,Napa,12,35,83,279,250,6
ENSMUSG00000006050,Sra1,9,17,17,146,152,6
ENSMUSG00000006056,Calcoco2,0,0,0,0,0,0
ENSMUSG00000006058,Snf8,2,16,25,121,133,7
ENSMUSG00000006095,Tbcb,14,57,44,280,284,5
ENSMUSG00000006127,Inpp5k,3,10,7,22,23,0
ENSMUSG00000006143,Upk3bl,0,0,0,0,0,0
ENSMUSG00000006154,Eps8l1,0,1,4,3,4,0
ENSMUSG00000006169,Clint1,4,21,16,96,69,1
ENSMUSG00000006179,Prss16,0,3,0,2,3,2
ENSMUSG00000006191,Cdkal1,0,6,11,31,29,2
ENSMUSG00000006200,Rhox6,0,0,0,0,0,0
ENSMUSG00000006205,Htra1,44,132,55,822,446,41
ENSMUSG00000006215,Zbtb17,0,8,8,38,34,0
ENSMUSG00000006216,Clcnkb,0,0,0,0,0,0
ENSMUSG00000006218,Fam131c,0,0,0,2,14,0
ENSMUSG00000006219,Fblim1,0,0,0,0,3,0
ENSMUSG00000006221,Hspb7,0,0,0,0,0,0
ENSMUSG00000006235,Epor,0,13,1,61,67,6
ENSMUSG00000006241,Ccdc159,0,3,10,23,27,1
ENSMUSG00000006262,Mob1b,1,15,11,62,53,2
ENSMUSG00000006269,Atp6v1b1,0,0,0,0,0,0
ENSMUSG00000006270,Vax1,0,0,0,0,0,0
ENSMUSG00000006273,Atp6v1b2,34,117,88,635,537,13
ENSMUSG00000006276,Eps15l1,1,3,11,29,39,3
ENSMUSG00000006281,Tep1,1,1,5,15,19,1
ENSMUSG00000006288,Ttc5,0,4,5,27,34,2
ENSMUSG00000006289,Osgep,2,5,12,59,44,3
ENSMUSG00000006299,Aamp,10,27,49,232,236,3
ENSMUSG00000006301,Tmbim1,0,0,10,4,2,0
ENSMUSG00000006304,Arpc2,1,13,9,75,77,1
