gene_id,gene,dta1,dta2,dta3,dta4,dta5,dta6,dta7,dta8,dta9,dta10,dta11,dta12,dta13,dta14,dta15,dta16,dta17,dta18,dta19,dta20,dta21,dta22,dta23,dta24,dta25,dta26,dta27,dta28,dta29,dta30,dta31,dta32,dta33,dta34,dta35,dta36,dta37,dta38,dta39,dta40,dta41,dta42,dta43,dta44,dta45,dta46,,dta1,dta2,dta3
ENSMUSG00000000706,Btn1a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000000708,Kat2b,4,5,6,0,0,4,2,1,4,0,0,5,0,1,2,0,0,0,0,2,1,3,0,2,0,1,1,2,6,1,7,2,2,0,0,0,4,8,2,5,5,1,0,3,1,0,,15,10,3
ENSMUSG00000000711,Rab5b,3,14,5,8,0,13,0,0,15,0,6,3,2,2,0,1,0,0,3,1,1,9,8,24,0,1,4,8,14,20,13,11,2,4,0,4,10,18,7,19,17,2,0,1,0,0,,22,25,1
ENSMUSG00000000724,Cryba1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000000730,Dnmt3l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000000731,Aire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000000732,Icosl,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0
ENSMUSG00000000738,Spg7,9,13,9,6,1,6,8,0,15,1,11,9,4,1,3,2,0,3,1,2,4,9,13,26,1,2,10,11,15,7,12,22,6,4,1,7,16,22,12,29,45,1,1,4,1,0,,31,34,5
ENSMUSG00000000739,Sult5a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
ENSMUSG00000000743,Chmp1a,2,11,11,7,0,10,3,4,12,2,7,10,1,2,3,0,1,0,4,1,0,10,8,13,0,1,5,5,9,11,11,17,2,3,2,6,10,13,4,27,29,3,0,1,0,1,,24,17,1
ENSMUSG00000000751,Rpa1,4,12,3,11,1,8,3,2,14,0,5,3,1,1,2,0,0,2,2,2,4,9,9,12,0,0,6,8,12,9,24,16,3,4,0,4,5,10,3,17,13,1,2,0,0,1,,19,13,2
ENSMUSG00000000753,Serpinf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,,0,0,0
ENSMUSG00000000759,Tubgcp3,1,2,4,4,1,2,0,1,7,1,2,2,0,0,1,0,0,1,1,2,1,6,4,5,0,1,6,3,7,8,6,7,2,2,2,2,4,7,5,5,11,0,1,2,0,0,,7,12,3
ENSMUSG00000000766,Oprm1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0
ENSMUSG00000000776,Polr3d,2,3,4,3,3,5,1,1,4,0,3,2,0,0,0,0,0,1,0,1,0,3,3,8,0,0,3,5,5,7,4,9,1,1,0,3,3,12,2,8,11,0,0,0,0,0,,9,14,0
ENSMUSG00000000782,Tcf7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,0,0
ENSMUSG00000000787,Ddx3x,10,30,18,19,1,35,5,5,29,1,16,21,4,2,4,1,2,8,8,7,5,12,32,30,1,0,26,23,25,26,22,36,6,9,4,13,23,41,13,47,63,6,1,4,3,3,,58,54,5
ENSMUSG00000000791,Il12rb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0
ENSMUSG00000000792,Slc5a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000000794,Kcnn3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,,0,0,0
ENSMUSG00000000804,Usp32,6,4,4,4,0,5,1,1,6,1,5,3,2,1,1,2,1,1,5,4,0,6,8,7,0,1,9,2,7,11,6,6,1,1,2,4,3,14,6,11,26,0,0,1,0,1,,14,20,1
ENSMUSG00000000805,Car4,2,1,1,0,0,1,2,0,0,0,1,1,0,2,1,0,0,0,0,4,0,0,0,7,0,0,0,0,1,0,5,2,1,0,0,0,6,4,9,0,20,0,0,1,0,1,,4,13,1
ENSMUSG00000000811,Txnrd3,1,0,1,4,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,5,2,3,0,0,3,2,3,2,1,10,1,2,0,2,1,4,2,4,1,0,0,1,0,0,,2,6,1
ENSMUSG00000000817,Fasl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000000823,Zfp512b,0,5,2,4,0,5,2,0,6,2,4,5,0,1,5,1,0,5,1,2,3,2,8,14,0,0,5,2,8,11,5,5,3,4,1,3,8,13,5,12,29,1,0,2,1,1,,7,18,2
ENSMUSG00000000826,Dnajc5,23,38,21,31,3,31,13,1,33,2,11,19,2,10,5,2,3,2,4,11,8,29,31,51,0,1,31,17,37,40,35,42,5,18,2,24,34,54,17,60,86,2,1,5,1,2,,82,71,6
ENSMUSG00000000827,Tpd52l2,3,10,6,6,2,5,4,1,9,0,4,7,2,4,2,1,1,2,7,1,3,11,13,19,2,0,9,3,14,11,12,16,5,0,0,4,8,17,6,24,18,1,1,1,0,1,,19,23,2
ENSMUSG00000000838,Fmr1,6,6,2,7,0,6,3,2,6,0,3,6,0,4,3,1,0,2,3,6,2,5,1,10,0,1,5,5,3,14,10,11,1,7,1,8,10,6,4,15,35,2,2,1,0,0,,14,10,3
ENSMUSG00000000861,Bcl11a,10,24,11,20,1,14,1,0,24,3,16,10,5,4,3,1,0,2,5,2,0,21,18,37,1,0,18,15,20,28,24,28,4,7,1,20,28,30,23,48,28,3,3,3,0,1,,45,53,6
ENSMUSG00000000869,Il4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000000876,Pxmp4,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,1,4,4,2,0,0,0,0,0,2,0,3,3,0,0,0,0,0,,2,2,0
ENSMUSG00000000881,Dlg3,5,2,1,5,1,4,2,0,7,1,6,3,0,2,4,1,0,1,0,4,2,6,6,9,1,1,6,3,7,11,5,12,2,6,0,8,5,16,0,7,33,1,3,0,0,0,,8,16,3
ENSMUSG00000000884,Gnb1l,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,,0,1,0
ENSMUSG00000000889,Dbh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000000901,Mmp11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,0,0
ENSMUSG00000000902,Smarcb1,8,15,6,11,1,9,1,0,9,2,3,3,2,0,0,1,0,1,1,2,4,10,6,14,0,1,9,6,12,12,13,11,2,7,3,8,10,19,9,21,25,3,1,0,0,0,,29,28,1
ENSMUSG00000000903,Vpreb3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0
ENSMUSG00000000915,Hip1r,5,10,5,6,0,5,6,1,9,1,9,4,1,0,0,0,0,2,3,4,1,7,8,16,1,0,2,7,15,5,14,18,3,3,3,5,16,16,2,16,37,1,0,2,2,1,,20,18,2
ENSMUSG00000000916,Nsun5,0,2,0,2,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,1,1,2,1,0,0,0,0,1,3,1,4,2,0,0,0,0,2,0,0,4,6,0,0,0,0,0,,2,0,0
ENSMUSG00000000934,Top1mt,1,2,0,1,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,1,6,4,5,0,1,0,2,1,3,1,2,7,0,0,0,0,1,,3,4,0
ENSMUSG00000000938,Hoxa10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000000942,Hoxa4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000000957,Mmp14,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,0,0,0,0,1,9,4,0,0,0,0,2,3,5,1,1,5,0,0,0,0,0,,1,6,0
ENSMUSG00000000958,Slc7a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000000959,Oxa1l,3,9,2,8,0,4,1,0,8,1,4,5,0,1,2,1,0,0,1,2,3,8,10,13,0,0,10,7,6,14,11,11,0,4,3,2,12,17,2,31,23,3,0,3,0,4,,14,19,3
ENSMUSG00000000976,Heatr6,2,0,2,0,0,3,0,0,0,1,2,2,0,1,0,0,0,0,1,2,0,1,2,4,0,1,1,2,1,2,3,0,2,1,0,3,1,2,1,5,5,0,0,4,0,0,,4,3,4
ENSMUSG00000000982,Ccl3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000000983,Wfdc18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000001014,Icam4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000001016,Ilf2,1,11,1,5,0,6,2,1,13,3,6,5,1,2,0,1,0,0,0,3,2,6,1,19,2,1,4,4,9,13,18,15,1,7,2,8,12,18,9,20,35,1,1,0,0,1,,13,27,1
ENSMUSG00000001017,Chtop,10,11,10,8,1,14,2,2,17,0,6,21,2,3,6,0,0,4,4,1,5,19,12,43,0,0,17,12,19,20,25,28,4,12,1,10,19,18,9,46,47,5,1,4,1,3,,31,27,5
ENSMUSG00000001018,Snapin,4,5,2,2,0,5,2,0,6,0,1,0,2,0,0,0,1,0,0,1,1,3,4,8,0,1,3,0,5,6,8,5,0,3,0,2,6,4,1,10,8,1,0,0,0,0,,11,5,0
ENSMUSG00000001020,S100a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000001021,S100a3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,,0,0,0
ENSMUSG00000001023,S100a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000001025,S100a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,0,0
ENSMUSG00000001027,Scn4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000001029,Icam2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000001034,Mapk7,0,2,2,0,0,0,1,0,0,0,2,0,0,1,1,0,0,1,0,1,1,2,0,2,0,0,0,2,4,2,2,2,2,0,0,1,0,1,0,1,11,0,0,1,0,0,,4,1,1
ENSMUSG00000001036,Epn2,1,1,2,3,0,3,1,1,1,1,6,1,0,2,1,1,0,1,3,0,3,3,8,8,1,1,2,1,0,2,2,2,0,1,0,1,2,3,0,8,30,0,0,1,0,3,,4,3,1
ENSMUSG00000001039,B9d1,1,5,1,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,2,4,0,0,8,5,0,0,0,1,4,4,1,6,5,0,0,0,0,0,,7,5,0
ENSMUSG00000001052,Sec24b,2,5,2,8,0,2,3,0,7,1,3,4,2,2,2,0,0,1,1,1,4,9,3,11,2,1,10,4,6,12,10,5,0,0,0,6,7,10,4,14,12,0,0,3,1,2,,9,14,3
ENSMUSG00000001053,N4bp3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,,1,1,0
ENSMUSG00000001054,Rmnd5b,3,6,7,3,0,7,2,1,5,2,3,6,2,2,2,0,0,0,4,1,0,4,4,7,0,1,3,6,12,8,5,9,0,3,1,5,14,12,4,16,17,0,1,2,0,1,,16,16,3
ENSMUSG00000001056,Nhp2,3,8,5,1,0,6,0,1,8,1,5,2,0,0,0,0,0,3,1,3,0,6,2,5,0,1,6,4,6,14,13,10,0,2,0,5,6,20,2,27,20,5,0,1,0,1,,16,22,1
ENSMUSG00000001062,Vps9d1,2,3,1,2,0,0,0,0,6,0,3,2,0,0,0,1,0,0,0,1,2,3,3,5,0,0,5,2,8,6,7,3,0,4,1,1,3,4,4,5,17,1,0,2,0,0,,6,8,2
ENSMUSG00000001065,Zfp276,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,4,0,0,2,0,3,0,1,4,1,0,0,4,2,0,1,1,8,0,0,0,0,0,,3,1,0
ENSMUSG00000001076,C1ql4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000001082,Mfsd10,0,2,2,0,0,0,4,0,1,0,2,3,0,0,0,1,0,2,1,0,1,0,3,2,0,0,2,1,3,1,6,2,2,2,0,3,6,4,0,2,9,1,1,1,0,0,,4,4,2
ENSMUSG00000001089,Luzp1,1,10,6,11,1,5,1,1,11,0,5,6,3,3,0,0,0,3,0,6,1,6,15,14,0,0,5,5,4,11,11,13,1,1,0,3,5,12,4,22,10,1,0,2,1,1,,17,16,2
ENSMUSG00000001095,Slc13a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000001098,Kctd10,1,4,4,4,0,3,0,0,2,1,3,1,0,0,1,0,0,0,0,3,0,4,1,5,0,0,1,5,6,7,7,3,0,1,2,6,2,3,2,7,8,0,0,0,0,0,,9,5,0
ENSMUSG00000001100,Poldip2,2,14,8,9,0,6,1,1,10,1,3,7,1,0,0,0,0,4,1,1,0,4,3,15,1,1,0,6,4,11,11,14,1,3,0,8,8,7,4,26,19,0,1,1,0,1,,24,11,2
ENSMUSG00000001103,Sebox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000001105,Ift20,6,15,6,6,0,4,2,1,16,3,4,11,2,0,3,0,0,1,1,0,2,9,9,15,0,3,10,17,17,10,14,10,1,4,2,3,9,8,7,17,16,0,1,0,4,2,,27,15,1
ENSMUSG00000001119,Col6a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,,0,0,0
ENSMUSG00000001120,Pcbp3,3,3,3,2,0,2,0,0,0,0,2,1,2,0,0,0,1,3,0,5,0,3,3,4,0,0,2,5,5,5,4,3,0,0,1,1,3,5,3,7,41,0,0,0,0,0,,9,8,0
ENSMUSG00000001123,Lgals9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000001127,Araf,12,25,17,16,1,10,5,0,38,3,12,23,3,3,2,3,1,5,9,4,2,25,17,50,3,0,25,18,25,32,34,39,4,14,1,16,15,29,16,51,73,7,2,1,1,6,,54,45,3
ENSMUSG00000001128,Cfp,1,0,4,0,0,2,3,0,1,0,0,0,0,2,3,1,0,0,0,5,3,0,2,12,0,0,3,0,3,1,8,2,1,0,0,1,3,1,1,1,21,0,0,1,0,0,,5,2,1
ENSMUSG00000001131,Timp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000001134,Uxt,0,1,0,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3,1,2,0,0,0,0,0,4,2,1,2,5,0,0,0,0,0,,1,3,0
ENSMUSG00000001138,Cnnm3,1,5,3,6,0,1,1,0,6,1,1,3,0,5,6,2,0,3,0,4,1,2,6,5,1,0,4,5,5,0,5,5,2,0,0,2,7,3,4,4,21,2,0,1,0,0,,9,7,1
ENSMUSG00000001143,Lman2l,5,4,6,5,0,6,1,0,4,0,7,13,1,2,0,2,1,1,1,5,0,8,17,10,0,1,8,8,8,5,8,5,2,2,0,3,6,10,2,11,12,2,1,1,0,0,,15,12,2
ENSMUSG00000001150,Mcm3ap,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,2,0,0,2,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,3,5,0,0,0,0,0,,1,0,0
ENSMUSG00000001151,Pcnt,3,5,2,2,0,4,2,0,0,0,1,2,0,3,0,0,0,2,4,0,1,4,2,7,0,0,0,0,1,2,7,1,1,3,0,3,2,4,3,8,13,0,0,2,0,0,,10,7,2
ENSMUSG00000001155,Ftcd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000001156,Mxd1,2,2,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,2,0,0,2,5,0,0,0,1,4,2,9,2,1,0,0,3,3,5,0,5,9,0,2,0,0,0,,4,5,2
ENSMUSG00000001157,Gmcl1,0,5,0,2,0,1,0,0,2,1,3,0,0,0,2,0,0,1,0,1,1,2,2,4,0,0,3,1,2,4,3,4,1,0,1,2,6,2,3,6,17,0,0,1,0,0,,5,5,1
ENSMUSG00000001158,Snrnp27,4,11,2,3,0,2,2,0,7,0,1,11,1,0,1,0,0,2,0,4,1,7,7,12,0,0,5,2,6,9,9,7,4,3,0,3,7,10,2,10,24,0,0,0,3,0,,17,12,0
ENSMUSG00000001166,Oas1c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000001168,Oas1h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000001173,Ocrl,5,4,2,4,0,4,3,1,4,1,1,4,1,2,4,1,0,2,1,5,0,2,9,12,0,1,3,5,4,7,8,7,6,0,1,3,1,10,5,9,19,1,0,1,0,3,,11,15,1
ENSMUSG00000001175,Calm1,75,133,76,109,6,100,27,15,154,12,70,95,15,9,15,6,7,13,20,27,13,118,122,234,7,5,102,98,153,123,146,209,18,55,14,56,125,271,63,308,270,31,4,8,10,16,,284,334,12
ENSMUSG00000001211,Agpat3,29,38,38,58,1,25,13,12,38,7,27,31,10,6,3,3,5,4,6,10,10,33,46,75,2,1,37,20,46,42,71,47,4,14,5,25,32,49,28,92,108,2,3,7,2,18,,105,77,10
ENSMUSG00000001225,Slc26a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000001227,Sema6b,8,35,11,27,1,18,2,1,21,1,8,18,5,2,2,2,2,1,3,2,0,14,35,29,0,0,8,17,16,32,27,29,6,11,6,13,37,23,21,42,47,2,4,3,2,1,,54,44,7
ENSMUSG00000001228,Uhrf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000001229,Dpp9,3,7,6,8,0,3,2,1,1,1,6,6,2,0,2,0,0,0,0,2,1,3,3,9,0,0,4,2,5,14,3,6,1,6,2,5,8,11,5,7,27,1,1,2,0,2,,16,16,3
ENSMUSG00000001240,Ramp2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,2,0,4,0,1,6,0,1,0,0,0,,1,4,1
ENSMUSG00000001247,Lsr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0
ENSMUSG00000001248,Gramd1a,2,6,0,1,2,5,2,1,4,2,11,3,1,0,4,1,0,4,1,2,2,6,6,16,1,1,5,3,5,11,7,11,10,9,2,7,15,11,9,13,61,1,0,1,0,2,,8,20,1
ENSMUSG00000001249,Hpn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000001260,Gabrg1,1,0,3,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,0
ENSMUSG00000001270,Ckb,131,367,133,254,15,166,63,33,283,28,157,206,43,25,19,8,11,12,39,24,28,289,193,470,14,25,247,199,366,284,272,388,35,50,31,107,270,419,158,726,379,74,14,9,9,29,,631,577,23
ENSMUSG00000001280,Sp1,0,2,0,0,0,1,0,1,1,1,0,3,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,2,1,1,1,5,0,0,0,0,0,,2,2,0
ENSMUSG00000001281,Itgb7,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,7,3,4,0,3,0,2,5,2,0,0,6,0,0,0,0,0,,1,2,0
ENSMUSG00000001285,Myg1,4,7,4,6,0,5,0,0,9,1,1,6,1,2,0,0,0,0,0,1,1,6,6,14,0,0,3,7,11,2,8,14,1,3,1,3,6,19,3,10,12,3,1,3,2,2,,15,22,4
ENSMUSG00000001288,Rarg,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,,1,4,0
ENSMUSG00000001289,Pfdn5,4,5,4,5,1,7,1,0,8,0,1,8,1,0,2,0,0,1,1,1,0,6,5,9,1,0,2,5,4,12,14,11,0,4,0,5,12,6,1,17,16,1,1,0,0,2,,13,7,1
ENSMUSG00000001300,Efnb2,5,4,6,2,0,2,2,0,2,0,2,1,2,2,3,0,0,2,0,1,0,3,9,8,0,0,2,6,2,7,0,5,0,0,0,6,0,7,1,15,15,0,1,0,0,0,,15,8,1
ENSMUSG00000001313,Rnd2,1,1,0,2,0,1,2,1,1,0,1,2,0,1,0,0,0,1,0,4,1,2,0,5,0,0,1,1,2,1,0,4,1,1,2,1,1,7,1,7,8,3,0,0,0,0,,2,8,0
ENSMUSG00000001323,Srr,2,5,2,4,0,5,3,0,2,0,4,5,0,2,1,0,1,0,1,3,2,5,7,7,0,0,3,1,7,8,12,9,1,3,0,3,5,5,1,13,13,2,0,2,0,2,,9,6,2
ENSMUSG00000001333,Sync,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,0,0,0
ENSMUSG00000001334,Fndc5,15,36,19,25,2,30,4,3,35,4,27,23,6,3,6,4,3,7,7,6,2,38,36,50,0,1,25,20,39,30,31,36,4,9,1,13,22,22,10,68,41,4,3,3,3,4,,70,32,6
ENSMUSG00000001348,Acp5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000001349,Cnn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
